age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y,
45,blue-collar,married,primary,no,804,yes,no,unknown,16,may,528,1,-1,0,unknown,yes,
30,services,married,secondary,no,419,yes,no,unknown,28,may,390,1,-1,0,unknown,no,
45,blue-collar,married,secondary,no,4111,yes,no,unknown,19,may,211,2,-1,0,unknown,no,
46,entrepreneur,married,unknown,no,1481,yes,no,unknown,7,may,49,3,-1,0,unknown,no,
30,blue-collar,married,primary,no,3,yes,no,unknown,8,may,147,1,-1,0,unknown,no,
40,management,divorced,tertiary,no,290,yes,no,unknown,27,may,184,1,-1,0,unknown,no,
44,technician,divorced,secondary,no,1196,yes,no,unknown,27,may,202,1,-1,0,unknown,no,
46,services,married,secondary,no,397,no,no,unknown,8,may,93,1,-1,0,unknown,no,
38,management,married,tertiary,no,119,yes,no,unknown,13,may,568,4,-1,0,unknown,yes,
46,services,divorced,primary,no,91,yes,no,unknown,13,may,215,1,-1,0,unknown,no,
47,blue-collar,married,unknown,no,1506,yes,no,unknown,5,may,92,1,-1,0,unknown,no,
31,admin.,single,secondary,no,-302,yes,yes,unknown,27,may,235,5,-1,0,unknown,no,
33,management,single,secondary,no,-665,yes,yes,unknown,9,may,188,1,-1,0,unknown,no,
34,blue-collar,married,secondary,yes,-331,yes,yes,unknown,9,may,342,1,-1,0,unknown,no,
34,technician,single,secondary,no,692,yes,no,unknown,20,may,254,1,-1,0,unknown,no,
36,technician,married,tertiary,no,183,yes,no,unknown,16,may,360,1,-1,0,unknown,no,
38,blue-collar,married,secondary,no,171,yes,no,unknown,9,may,286,5,-1,0,unknown,no,
39,unemployed,married,secondary,no,0,yes,no,unknown,20,may,191,1,-1,0,unknown,no,
40,blue-collar,married,secondary,no,1245,yes,no,unknown,9,may,306,1,-1,0,unknown,no,
41,technician,married,secondary,no,483,yes,no,unknown,9,may,319,1,-1,0,unknown,no,
41,technician,married,secondary,no,483,yes,no,unknown,9,may,319,1,-1,0,unknown,no,
42,services,married,secondary,no,3620,yes,no,unknown,27,may,22,16,-1,0,unknown,no,
44,technician,married,secondary,no,8938,yes,no,unknown,3,jun,94,18,-1,0,unknown,no,
45,self-employed,married,secondary,no,976,yes,no,unknown,2,jun,176,4,-1,0,unknown,no,
46,admin.,divorced,tertiary,no,846,yes,no,unknown,8,may,369,2,-1,0,unknown,no,
44,technician,married,unknown,no,185,yes,yes,unknown,8,may,63,1,-1,0,unknown,no,
44,technician,married,unknown,no,185,yes,yes,unknown,8,may,63,1,-1,0,unknown,no,
47,services,married,primary,no,222,yes,no,unknown,7,may,68,1,-1,0,unknown,no,
33,blue-collar,married,secondary,no,0,yes,yes,unknown,20,may,114,1,-1,0,unknown,no,
34,technician,single,secondary,no,692,yes,no,unknown,20,may,254,1,-1,0,unknown,no,
36,admin.,married,secondary,no,234,yes,no,unknown,27,may,219,1,-1,0,unknown,no,
37,blue-collar,divorced,secondary,no,-333,yes,no,unknown,27,may,345,1,-1,0,unknown,no,
39,unemployed,married,secondary,no,0,yes,no,unknown,20,may,191,1,-1,0,unknown,no,
35,blue-collar,married,secondary,no,274,yes,yes,unknown,20,may,205,1,-1,0,unknown,no,
38,management,married,tertiary,no,0,yes,no,unknown,20,may,206,1,-1,0,unknown,no,
46,technician,married,secondary,no,4956,yes,no,unknown,16,may,74,1,-1,0,unknown,no,
47,management,divorced,tertiary,no,-363,yes,yes,unknown,27,may,513,1,-1,0,unknown,no,
47,management,divorced,tertiary,no,-363,yes,yes,unknown,27,may,513,1,-1,0,unknown,no,
48,management,divorced,tertiary,no,-244,yes,no,unknown,5,may,253,1,-1,0,unknown,no,
28,technician,married,secondary,no,930,yes,yes,unknown,26,may,112,1,-1,0,unknown,no,
29,blue-collar,married,primary,no,4281,yes,no,unknown,4,jun,235,2,-1,0,unknown,no,
30,blue-collar,single,secondary,no,3532,yes,no,unknown,26,may,279,5,-1,0,unknown,no,
31,services,married,secondary,no,11512,yes,no,unknown,21,may,179,1,-1,0,unknown,no,
32,admin.,single,secondary,no,1466,yes,no,unknown,12,may,264,2,-1,0,unknown,no,
33,blue-collar,married,primary,no,240,yes,no,unknown,21,may,373,3,-1,0,unknown,no,
34,retired,married,primary,no,4499,no,no,unknown,21,may,1681,1,-1,0,unknown,yes,
35,self-employed,married,tertiary,no,35368,yes,no,unknown,21,may,63,1,-1,0,unknown,no,
32,blue-collar,married,secondary,no,0,yes,yes,unknown,21,may,143,2,-1,0,unknown,no,
35,blue-collar,married,unknown,no,-205,yes,no,unknown,23,may,147,14,-1,0,unknown,no,
36,management,married,secondary,no,10,no,yes,unknown,28,may,310,2,-1,0,unknown,no,
38,blue-collar,single,secondary,no,578,yes,no,unknown,21,may,112,2,-1,0,unknown,no,
41,blue-collar,married,secondary,no,2852,yes,no,unknown,20,may,125,3,-1,0,unknown,no,
35,services,married,tertiary,no,0,yes,no,unknown,2,jun,312,2,-1,0,unknown,no,
42,blue-collar,married,secondary,no,165,yes,no,unknown,23,may,333,2,-1,0,unknown,no,
35,technician,single,tertiary,no,1529,no,no,unknown,23,may,95,4,-1,0,unknown,no,
39,blue-collar,married,secondary,no,293,yes,no,unknown,23,may,160,3,-1,0,unknown,no,
35,technician,single,tertiary,no,1529,no,no,unknown,23,may,95,4,-1,0,unknown,no,
39,blue-collar,married,secondary,no,293,yes,no,unknown,23,may,160,3,-1,0,unknown,no,
43,services,divorced,secondary,no,206,yes,no,unknown,14,may,436,1,-1,0,unknown,no,
36,blue-collar,married,secondary,no,21,yes,no,unknown,28,may,89,1,-1,0,unknown,no,
44,technician,married,secondary,no,-97,yes,no,unknown,7,may,408,3,-1,0,unknown,no,
45,services,married,secondary,no,-3,yes,no,unknown,13,may,213,1,-1,0,unknown,no,
44,blue-collar,married,primary,no,1432,yes,yes,unknown,27,may,63,9,-1,0,unknown,no,
44,blue-collar,married,primary,no,1432,yes,yes,unknown,27,may,63,9,-1,0,unknown,no,
45,services,married,secondary,no,-3,yes,no,unknown,13,may,213,1,-1,0,unknown,no,
45,services,married,secondary,no,-3,yes,no,unknown,13,may,213,1,-1,0,unknown,no,
46,blue-collar,single,secondary,no,0,no,no,unknown,21,may,27,10,-1,0,unknown,no,
37,technician,single,secondary,no,7867,yes,no,unknown,21,may,36,2,-1,0,unknown,no,
38,admin.,married,secondary,no,3732,yes,no,unknown,21,may,379,2,-1,0,unknown,no,
37,technician,single,secondary,no,7867,yes,no,unknown,21,may,36,2,-1,0,unknown,no,
31,management,single,tertiary,no,24870,yes,no,unknown,21,may,634,2,-1,0,unknown,no,
31,blue-collar,married,secondary,no,664,yes,yes,unknown,21,may,987,3,-1,0,unknown,no,
38,blue-collar,single,secondary,no,745,yes,no,unknown,21,may,281,15,-1,0,unknown,no,
31,services,single,secondary,no,629,yes,no,unknown,21,may,369,2,-1,0,unknown,no,
36,blue-collar,married,secondary,no,342,yes,yes,unknown,21,may,88,3,-1,0,unknown,no,
36,admin.,divorced,secondary,yes,-491,yes,yes,unknown,21,may,671,3,-1,0,unknown,no,
37,technician,single,secondary,no,3326,yes,no,unknown,21,may,799,1,-1,0,unknown,yes,
36,blue-collar,married,secondary,no,342,yes,yes,unknown,21,may,88,3,-1,0,unknown,no,
36,admin.,divorced,secondary,yes,-491,yes,yes,unknown,21,may,671,3,-1,0,unknown,no,
37,technician,single,secondary,no,3326,yes,no,unknown,21,may,799,1,-1,0,unknown,yes,
47,admin.,divorced,secondary,no,-480,no,no,unknown,28,may,360,1,-1,0,unknown,no,
48,blue-collar,married,unknown,no,131,yes,no,unknown,6,may,189,1,-1,0,unknown,no,
31,services,married,secondary,no,11512,yes,no,unknown,21,may,179,1,-1,0,unknown,no,
35,self-employed,married,tertiary,no,35368,yes,no,unknown,21,may,63,1,-1,0,unknown,no,
37,entrepreneur,married,tertiary,no,1110,yes,no,unknown,21,may,189,2,-1,0,unknown,no,
41,blue-collar,married,secondary,no,2852,yes,no,unknown,20,may,125,3,-1,0,unknown,no,
36,technician,single,secondary,no,656,no,no,unknown,21,may,261,1,-1,0,unknown,no,
41,technician,married,secondary,no,2490,yes,no,unknown,21,may,115,2,-1,0,unknown,no,
36,management,married,tertiary,no,849,yes,yes,unknown,21,may,958,2,-1,0,unknown,yes,
36,admin.,single,secondary,no,98,yes,no,unknown,21,may,68,1,-1,0,unknown,no,
33,blue-collar,married,primary,no,256,yes,no,unknown,21,may,151,2,-1,0,unknown,no,
34,services,married,secondary,no,1270,yes,no,unknown,21,may,494,3,-1,0,unknown,no,
45,blue-collar,married,secondary,no,7858,yes,no,unknown,3,jun,641,2,-1,0,unknown,no,
48,blue-collar,married,secondary,no,5058,no,no,unknown,20,may,169,4,-1,0,unknown,no,
45,blue-collar,married,primary,no,147,yes,no,unknown,3,jun,478,2,-1,0,unknown,no,
48,services,single,secondary,no,3778,yes,no,unknown,3,jun,46,6,-1,0,unknown,no,
43,technician,single,tertiary,no,27733,yes,no,unknown,3,jun,164,7,-1,0,unknown,no,
32,blue-collar,married,secondary,no,478,yes,no,unknown,3,jun,200,1,-1,0,unknown,no,
38,management,single,tertiary,no,1602,yes,no,unknown,3,jun,215,3,-1,0,unknown,no,
40,blue-collar,married,primary,no,919,yes,no,unknown,3,jun,327,2,-1,0,unknown,no,
43,blue-collar,divorced,primary,no,25,yes,no,unknown,3,jun,236,7,-1,0,unknown,no,
43,blue-collar,divorced,primary,no,25,yes,no,unknown,3,jun,236,7,-1,0,unknown,no,
49,management,married,tertiary,no,378,yes,no,unknown,5,may,230,1,-1,0,unknown,no,
30,self-employed,married,tertiary,no,543,yes,yes,unknown,4,jun,1449,6,-1,0,unknown,yes,
31,management,married,tertiary,no,1183,yes,no,unknown,27,may,676,6,-1,0,unknown,no,
33,technician,married,secondary,no,0,no,no,unknown,9,may,120,1,-1,0,unknown,no,
34,blue-collar,married,secondary,no,452,yes,no,unknown,15,may,90,3,-1,0,unknown,no,
35,technician,married,secondary,no,-131,yes,no,unknown,6,may,467,2,-1,0,unknown,no,
36,blue-collar,married,primary,no,599,yes,no,unknown,21,may,649,2,-1,0,unknown,yes,
37,management,married,tertiary,no,0,yes,no,unknown,7,may,228,1,-1,0,unknown,no,
38,blue-collar,married,unknown,no,976,yes,no,unknown,29,may,318,2,-1,0,unknown,no,
39,services,married,secondary,no,5731,yes,no,unknown,20,may,175,2,-1,0,unknown,no,
34,blue-collar,married,secondary,no,1831,yes,no,unknown,20,may,203,2,-1,0,unknown,no,
35,blue-collar,married,secondary,no,514,yes,no,unknown,20,may,247,2,-1,0,unknown,no,
34,admin.,married,secondary,no,50,yes,no,unknown,20,may,89,2,-1,0,unknown,no,
34,technician,married,tertiary,no,0,yes,no,unknown,20,may,185,12,-1,0,unknown,no,
38,blue-collar,married,primary,no,0,yes,yes,unknown,20,may,165,2,-1,0,unknown,no,
42,blue-collar,married,secondary,no,3,yes,no,unknown,14,may,34,1,-1,0,unknown,no,
42,blue-collar,married,secondary,no,130,no,no,unknown,2,jun,180,3,-1,0,unknown,no,
43,technician,married,secondary,no,434,yes,no,unknown,5,may,117,1,-1,0,unknown,no,
44,entrepreneur,married,tertiary,no,1631,yes,no,unknown,6,may,346,2,-1,0,unknown,no,
45,blue-collar,married,primary,no,0,no,no,unknown,23,may,574,5,-1,0,unknown,no,
46,technician,married,secondary,no,332,yes,no,unknown,9,may,772,1,-1,0,unknown,yes,
47,technician,divorced,tertiary,no,-1148,yes,yes,unknown,27,may,62,2,-1,0,unknown,no,
42,services,married,secondary,no,3620,yes,no,unknown,27,may,22,16,-1,0,unknown,no,
48,blue-collar,married,primary,no,762,yes,no,unknown,12,may,81,4,-1,0,unknown,no,
49,management,married,tertiary,no,3237,yes,no,unknown,5,may,232,3,-1,0,unknown,no,
39,management,divorced,tertiary,no,-999,yes,no,unknown,27,may,313,1,-1,0,unknown,no,
44,technician,married,secondary,no,2626,yes,no,unknown,14,may,567,3,-1,0,unknown,no,
45,blue-collar,married,primary,no,0,no,no,unknown,23,may,574,5,-1,0,unknown,no,
47,entrepreneur,married,tertiary,no,362,yes,no,unknown,27,may,97,5,-1,0,unknown,no,
47,entrepreneur,married,tertiary,no,362,yes,no,unknown,27,may,97,5,-1,0,unknown,no,
45,technician,divorced,secondary,no,0,yes,no,unknown,27,may,165,2,-1,0,unknown,no,
44,blue-collar,married,primary,no,1432,yes,yes,unknown,27,may,63,9,-1,0,unknown,no,
44,blue-collar,married,primary,no,1432,yes,yes,unknown,27,may,63,9,-1,0,unknown,no,
48,housemaid,married,primary,no,627,yes,no,unknown,27,may,21,5,-1,0,unknown,no,
45,technician,divorced,secondary,no,0,yes,no,unknown,27,may,165,2,-1,0,unknown,no,
44,blue-collar,married,primary,no,1432,yes,yes,unknown,27,may,63,9,-1,0,unknown,no,
44,blue-collar,married,primary,no,1432,yes,yes,unknown,27,may,63,9,-1,0,unknown,no,
45,technician,divorced,secondary,no,0,yes,no,unknown,27,may,165,2,-1,0,unknown,no,
44,blue-collar,married,primary,no,1432,yes,yes,unknown,27,may,63,9,-1,0,unknown,no,
44,blue-collar,married,primary,no,1432,yes,yes,unknown,27,may,63,9,-1,0,unknown,no,
49,blue-collar,married,secondary,no,188,yes,no,unknown,23,may,181,16,-1,0,unknown,no,
33,blue-collar,married,primary,no,2665,yes,no,unknown,23,may,358,2,-1,0,unknown,no,
49,blue-collar,married,secondary,no,188,yes,no,unknown,23,may,181,16,-1,0,unknown,no,
45,admin.,divorced,secondary,no,875,yes,yes,unknown,23,may,292,2,-1,0,unknown,no,
47,entrepreneur,married,tertiary,no,362,yes,no,unknown,27,may,97,5,-1,0,unknown,no,
47,entrepreneur,married,tertiary,no,362,yes,no,unknown,27,may,97,5,-1,0,unknown,no,
45,technician,divorced,secondary,no,0,yes,no,unknown,27,may,165,2,-1,0,unknown,no,
44,blue-collar,married,primary,no,1432,yes,yes,unknown,27,may,63,9,-1,0,unknown,no,
44,blue-collar,married,primary,no,1432,yes,yes,unknown,27,may,63,9,-1,0,unknown,no,
48,housemaid,married,primary,no,627,yes,no,unknown,27,may,21,5,-1,0,unknown,no,
45,technician,divorced,secondary,no,0,yes,no,unknown,27,may,165,2,-1,0,unknown,no,
44,blue-collar,married,primary,no,1432,yes,yes,unknown,27,may,63,9,-1,0,unknown,no,
44,blue-collar,married,primary,no,1432,yes,yes,unknown,27,may,63,9,-1,0,unknown,no,
49,blue-collar,married,secondary,no,188,yes,no,unknown,23,may,181,16,-1,0,unknown,no,
33,blue-collar,married,primary,no,2665,yes,no,unknown,23,may,358,2,-1,0,unknown,no,
49,blue-collar,married,secondary,no,188,yes,no,unknown,23,may,181,16,-1,0,unknown,no,
49,blue-collar,married,secondary,no,188,yes,no,unknown,23,may,181,16,-1,0,unknown,no,
33,blue-collar,married,primary,no,2665,yes,no,unknown,23,may,358,2,-1,0,unknown,no,
49,blue-collar,married,secondary,no,188,yes,no,unknown,23,may,181,16,-1,0,unknown,no,
50,management,married,secondary,no,49,yes,no,unknown,5,may,180,2,-1,0,unknown,no,
32,management,single,tertiary,no,111,yes,no,unknown,8,may,162,2,-1,0,unknown,no,
35,management,married,secondary,no,1825,yes,no,unknown,2,jun,42,1,-1,0,unknown,no,
36,blue-collar,married,secondary,no,504,yes,no,unknown,8,may,481,2,-1,0,unknown,no,
37,technician,divorced,secondary,no,1981,yes,no,unknown,9,may,106,1,-1,0,unknown,no,
38,services,divorced,secondary,no,5873,no,no,unknown,8,may,191,2,-1,0,unknown,no,
38,blue-collar,married,primary,no,6843,no,no,unknown,2,jun,89,1,-1,0,unknown,no,
40,management,married,tertiary,no,1734,yes,no,unknown,2,jun,169,1,-1,0,unknown,no,
41,blue-collar,married,primary,no,191,yes,no,unknown,8,may,67,1,-1,0,unknown,no,
43,technician,single,secondary,no,11269,no,no,unknown,29,may,92,1,-1,0,unknown,no,
44,blue-collar,married,secondary,no,-73,yes,no,unknown,28,may,80,9,-1,0,unknown,no,
44,entrepreneur,divorced,secondary,no,-143,yes,no,unknown,2,jun,66,6,-1,0,unknown,no,
46,blue-collar,married,primary,no,0,yes,yes,unknown,8,may,390,3,-1,0,unknown,no,
48,blue-collar,married,primary,no,72,yes,no,unknown,6,jun,114,5,-1,0,unknown,no,
49,services,married,secondary,no,-22,yes,no,unknown,8,may,70,1,-1,0,unknown,no,
45,blue-collar,divorced,primary,no,844,no,no,unknown,5,jun,1018,3,-1,0,unknown,yes,
50,blue-collar,married,primary,no,156,yes,no,unknown,7,may,117,3,-1,0,unknown,no,
47,blue-collar,married,secondary,no,3630,yes,no,unknown,14,may,133,4,-1,0,unknown,no,
50,blue-collar,married,primary,no,5131,yes,no,unknown,15,may,114,2,-1,0,unknown,no,
46,admin.,married,secondary,no,556,yes,yes,unknown,15,may,646,3,-1,0,unknown,yes,
51,retired,married,primary,no,229,yes,no,unknown,5,may,353,1,-1,0,unknown,no,
26,admin.,single,secondary,no,92,yes,no,unknown,13,may,259,1,-1,0,unknown,no,
31,admin.,married,secondary,no,413,yes,no,unknown,14,may,574,2,-1,0,unknown,no,
35,blue-collar,married,primary,no,51,yes,no,unknown,28,may,593,2,-1,0,unknown,no,
37,management,married,tertiary,no,115,no,no,unknown,7,may,36,1,-1,0,unknown,no,
37,blue-collar,married,primary,no,1720,yes,no,unknown,2,jun,118,1,-1,0,unknown,no,
37,blue-collar,married,primary,no,3574,yes,no,unknown,2,jun,152,2,-1,0,unknown,no,
37,blue-collar,married,primary,no,1720,yes,no,unknown,2,jun,118,1,-1,0,unknown,no,
38,management,single,tertiary,no,900,yes,no,unknown,2,jun,156,1,-1,0,unknown,no,
39,unemployed,divorced,secondary,no,507,yes,no,unknown,12,may,150,7,-1,0,unknown,no,
33,blue-collar,married,secondary,no,-257,yes,no,unknown,12,may,92,4,-1,0,unknown,no,
41,unemployed,married,primary,yes,-581,yes,no,unknown,8,may,218,2,-1,0,unknown,no,
41,services,married,secondary,no,-140,no,yes,unknown,6,jun,190,1,-1,0,unknown,no,
42,technician,married,secondary,no,570,yes,no,unknown,28,may,344,2,-1,0,unknown,no,
43,technician,married,secondary,no,-235,yes,yes,unknown,29,may,260,2,-1,0,unknown,no,
44,services,divorced,secondary,no,2416,yes,no,unknown,14,may,304,3,-1,0,unknown,no,
45,management,married,tertiary,no,2022,no,no,unknown,30,may,340,1,-1,0,unknown,no,
47,blue-collar,married,primary,no,6439,yes,no,unknown,14,may,326,3,-1,0,unknown,no,
48,blue-collar,married,secondary,no,-6,yes,no,unknown,3,jun,161,1,-1,0,unknown,no,
49,retired,married,secondary,no,329,yes,no,unknown,14,may,264,2,-1,0,unknown,no,
49,retired,married,secondary,no,329,yes,no,unknown,14,may,264,2,-1,0,unknown,no,
50,technician,married,secondary,no,797,yes,no,unknown,6,may,354,1,-1,0,unknown,no,
50,admin.,married,secondary,no,1906,no,no,unknown,16,may,174,17,-1,0,unknown,no,
51,blue-collar,married,secondary,no,0,yes,no,unknown,5,may,173,2,-1,0,unknown,no,
37,blue-collar,married,primary,no,3574,yes,no,unknown,2,jun,152,2,-1,0,unknown,no,
37,blue-collar,married,primary,no,1720,yes,no,unknown,2,jun,118,1,-1,0,unknown,no,
38,blue-collar,married,primary,no,668,no,no,unknown,8,may,238,1,-1,0,unknown,no,
39,technician,married,secondary,no,4441,yes,no,unknown,21,may,86,2,-1,0,unknown,no,
43,management,single,tertiary,no,2067,yes,no,unknown,8,may,756,1,-1,0,unknown,yes,
44,admin.,married,secondary,no,0,yes,no,unknown,23,may,82,2,-1,0,unknown,no,
45,blue-collar,married,primary,no,180,yes,yes,unknown,29,may,150,1,-1,0,unknown,no,
48,blue-collar,married,primary,no,448,yes,no,unknown,8,may,189,1,-1,0,unknown,no,
49,services,divorced,secondary,no,470,yes,no,unknown,9,may,659,2,-1,0,unknown,no,
33,technician,married,secondary,no,0,no,no,unknown,9,may,120,1,-1,0,unknown,no,
46,technician,married,secondary,no,332,yes,no,unknown,9,may,772,1,-1,0,unknown,yes,
51,blue-collar,married,unknown,no,125,yes,no,unknown,8,may,102,2,-1,0,unknown,no,
51,blue-collar,married,unknown,no,125,yes,no,unknown,8,may,102,2,-1,0,unknown,no,
52,entrepreneur,married,secondary,no,113,yes,yes,unknown,5,may,127,1,-1,0,unknown,no,
28,blue-collar,married,primary,no,46,yes,no,unknown,27,may,205,3,-1,0,unknown,no,
29,blue-collar,married,secondary,no,-8,yes,yes,unknown,4,jun,433,2,-1,0,unknown,no,
29,blue-collar,married,secondary,no,-8,yes,yes,unknown,4,jun,433,2,-1,0,unknown,no,
31,unemployed,single,primary,no,0,yes,no,unknown,15,may,24,18,-1,0,unknown,no,
32,technician,married,secondary,no,901,yes,no,unknown,21,may,102,3,-1,0,unknown,no,
28,blue-collar,married,primary,no,46,yes,no,unknown,27,may,205,3,-1,0,unknown,no,
32,technician,divorced,tertiary,no,0,yes,yes,unknown,23,may,80,1,-1,0,unknown,no,
35,technician,married,secondary,no,19,yes,no,unknown,9,may,130,2,-1,0,unknown,no,
36,blue-collar,married,primary,no,95,yes,no,unknown,9,may,255,2,-1,0,unknown,no,
37,blue-collar,single,secondary,no,111,yes,no,unknown,9,may,217,2,-1,0,unknown,no,
37,self-employed,married,tertiary,no,2084,yes,no,unknown,21,may,137,2,-1,0,unknown,no,
38,blue-collar,single,secondary,no,577,yes,no,unknown,2,jun,50,2,-1,0,unknown,no,
39,blue-collar,divorced,secondary,no,226,yes,no,unknown,20,may,221,2,-1,0,unknown,no,
39,management,single,secondary,no,247,yes,no,unknown,20,may,130,2,-1,0,unknown,no,
41,management,married,tertiary,no,1897,yes,no,unknown,19,may,335,3,-1,0,unknown,no,
43,admin.,divorced,secondary,no,729,yes,no,unknown,30,may,668,2,-1,0,unknown,no,
44,blue-collar,married,primary,no,12,yes,no,unknown,16,may,408,10,-1,0,unknown,no,
44,management,married,tertiary,no,4087,yes,no,unknown,19,may,457,5,-1,0,unknown,no,
44,management,married,tertiary,no,4087,yes,no,unknown,19,may,457,5,-1,0,unknown,no,
44,management,married,tertiary,no,4087,yes,no,unknown,19,may,457,5,-1,0,unknown,no,
